name,start_time,end_time,label,avg_val,avg_act,avg_dom
Ses01M_script03_2_F002,22.0335,26.62,xxx,4.0,2.5,4.0
Ses01M_script03_2_F003,29.61,34.19,sur,4.5,4.5,4.5
Ses01M_script03_2_F004,36.62,41.2588,xxx,2.0,3.5,4.0
Ses01M_script03_2_F005,45.45,49.78,xxx,2.5,2.5,4.0
Ses01M_script03_2_F006,53.59,55.883,neu,2.5,2.0,3.0
Ses01M_script03_2_F007,57.3735,63.4867,xxx,4.0,3.0,4.0
Ses01M_script03_2_F008,65.6468,70.4725,xxx,2.5,3.5,4.5
Ses01M_script03_2_F009,73.7041,77.98,xxx,2.0,3.0,3.5
Ses01M_script03_2_F010,83.71,86.14,neu,3.0,2.5,3.5
Ses01M_script03_2_F011,88.63,92.38,ang,2.0,2.5,3.5
Ses01M_script03_2_F012,97.4225,103.9894,xxx,2.0,4.0,4.5
Ses01M_script03_2_F013,111.97,118.07,xxx,1.5,3.0,4.0
Ses01M_script03_2_F014,123.254,126.1575,xxx,2.0,3.0,4.0
Ses01M_script03_2_F015,127.08,129.84,ang,1.5,3.5,4.5
Ses01M_script03_2_F016,137.774,142.4325,xxx,2.5,3.0,4.0
Ses01M_script03_2_F017,145.58,151.59,ang,3.0,3.5,4.0
Ses01M_script03_2_F018,156.53,158.84,xxx,2.5,2.5,3.5
Ses01M_script03_2_F019,160.758,164.32,xxx,2.0,3.0,4.0
Ses01M_script03_2_F020,171.25,177.47,xxx,2.0,3.5,4.5
Ses01M_script03_2_F021,184.18,187.16,xxx,2.0,3.0,4.5
Ses01M_script03_2_F022,191.37,193.1525,ang,1.5,3.0,4.0
Ses01M_script03_2_F023,193.1875,200.3318,ang,1.5,4.5,5.0
Ses01M_script03_2_F024,202.97,206.04,ang,2.0,4.0,4.0
Ses01M_script03_2_F025,207.47,209.67,ang,1.5,3.0,4.0
Ses01M_script03_2_F026,215.02,218.77,ang,1.5,3.5,4.5
Ses01M_script03_2_F027,220.25,222.7,ang,1.5,2.5,4.5
Ses01M_script03_2_F028,230.58,236.68,ang,4.0,4.0,4.5
Ses01M_script03_2_F029,243.27,245.2725,ang,2.0,3.5,4.5
Ses01M_script03_2_F030,248.08,251.59,ang,1.5,3.5,4.5
Ses01M_script03_2_F031,258.3,259.52,ang,2.5,2.5,3.5
Ses01M_script03_2_F032,260.29,264.2,xxx,2.5,3.5,3.0
Ses01M_script03_2_F033,266.24,268.77,ang,3.0,4.0,4.0
Ses01M_script03_2_F034,272.51,275.34,ang,2.0,3.5,3.5
Ses01M_script03_2_F035,277.35,282.36,ang,2.5,4.0,4.5
Ses01M_script03_2_F036,284.39,286.05,ang,2.5,3.0,4.0
Ses01M_script03_2_F037,290.75,293.34,ang,2.0,4.0,4.0
Ses01M_script03_2_F038,293.36,298.53,ang,1.5,4.5,4.5
Ses01M_script03_2_F039,299.63,309.01,ang,1.0,4.5,5.0
Ses01M_script03_2_F040,311.8125,316.71,ang,1.0,3.5,4.5
Ses01M_script03_2_F041,318.4,337.32,ang,1.0,5.0,5.0
Ses01M_script03_2_M000,8.89,10.57,xxx,4.0,3.5,2.5
Ses01M_script03_2_M001,11.91,13.78,xxx,3.5,3.0,3.0
Ses01M_script03_2_M002,14.53,16.66,xxx,3.5,2.5,2.5
Ses01M_script03_2_M003,17.1948,22.5087,xxx,2.5,3.0,4.0
Ses01M_script03_2_M004,25.51,30.32,xxx,2.5,2.5,4.5
Ses01M_script03_2_M005,33.43,37.31,xxx,2.0,3.5,4.0
Ses01M_script03_2_M006,40.6323,46.45,xxx,2.0,3.5,4.5
Ses01M_script03_2_M007,48.84,54.13,xxx,2.0,3.5,4.0
Ses01M_script03_2_M008,55.5157,57.7839,xxx,2.0,3.5,2.5
Ses01M_script03_2_M009,62.8602,65.9708,xxx,2.0,3.0,3.5
Ses01M_script03_2_M010,70.2675,73.5745,xxx,2.0,2.0,3.0
Ses01M_script03_2_M011,77.22,84.2457,xxx,3.0,3.0,3.5
Ses01M_script03_2_M012,85.71,89.075,neu,3.0,3.0,3.5
Ses01M_script03_2_M013,91.68,97.8825,neu,3.0,3.0,3.5
Ses01M_script03_2_M014,103.3845,111.61,xxx,2.0,3.5,4.0
Ses01M_script03_2_M015,117.12,123.76,xxx,2.5,3.5,4.5
Ses01M_script03_2_M016,125.46,127.4,fru,2.5,3.0,4.0
Ses01M_script03_2_M017,129.9327,133.3025,fru,2.0,3.5,2.5
Ses01M_script03_2_M018,135.3979,138.18,neu,3.0,3.5,3.0
Ses01M_script03_2_M019,141.83,145.7234,xxx,2.5,2.0,3.0
Ses01M_script03_2_M020,152.42,157.47,xxx,2.5,2.5,3.0
Ses01M_script03_2_M021,158.7275,161.0388,xxx,3.0,3.0,3.0
Ses01M_script03_2_M022,165.1863,171.71,ang,2.0,3.5,4.5
Ses01M_script03_2_M023,179.22,184.3684,ang,2.0,4.5,4.5
Ses01M_script03_2_M024,186.5,192.15,ang,2.0,4.0,4.5
Ses01M_script03_2_M025,200.0078,203.75,ang,2.0,3.0,4.5
Ses01M_script03_2_M026,205.08,209.0,ang,2.0,4.0,4.5
Ses01M_script03_2_M027,209.17,215.83,ang,1.5,3.5,5.0
Ses01M_script03_2_M028,218.25,221.07,ang,1.0,4.0,4.5
Ses01M_script03_2_M029,222.01,231.2375,ang,1.0,4.5,5.0
Ses01M_script03_2_M030,236.11,248.5725,ang,2.0,3.5,4.5
Ses01M_script03_2_M031,250.63,253.98,ang,2.0,4.5,4.5
Ses01M_script03_2_M032,255.0051,260.83,ang,2.5,3.0,3.5
Ses01M_script03_2_M033,264.13,266.6825,ang,2.0,3.5,4.5
Ses01M_script03_2_M034,268.76,271.9275,ang,2.0,2.5,3.0
Ses01M_script03_2_M035,274.83,277.8275,ang,3.0,3.5,3.0
Ses01M_script03_2_M036,282.59,286.43,ang,2.0,3.0,3.5
Ses01M_script03_2_M037,287.64,291.195,ang,2.0,3.0,4.5
Ses01M_script03_2_M038,292.49,294.575,ang,1.5,4.0,4.5
Ses01M_script03_2_M039,297.92,300.08,ang,3.0,3.5,3.5
Ses01M_script03_2_M040,304.27,311.85,ang,1.0,4.5,4.5
Ses01M_script03_2_M041,316.79,319.08,ang,2.0,2.5,4.0
Ses01M_script03_2_M042,319.13,320.85,ang,2.0,2.5,3.5
Ses01M_script03_2_M043,321.52,335.77,ang,1.0,5.0,5.0
Ses02F_impro01_F000,5.3661,9.615,neu,4.0,3.0,2.0
Ses02F_impro01_F001,16.484,19.7791,sur,2.0,2.5,2.5
Ses02F_impro01_F002,23.369,26.0214,xxx,3.0,2.5,2.0
Ses02F_impro01_F003,30.713,32.8369,fru,2.0,3.5,2.5
Ses02F_impro01_F004,32.8981,37.88,fru,2.0,3.5,2.0
Ses02F_impro01_F005,38.0286,40.3056,fru,2.0,3.5,3.0
Ses02F_impro01_F006,45.0441,50.0436,fru,2.0,3.0,2.5
Ses02F_impro01_F007,50.0639,51.9832,fru,2.0,3.0,2.0
Ses02F_impro01_F008,57.5135,66.671,fru,2.0,4.0,1.5
Ses02F_impro01_F009,66.6912,72.0669,fru,1.5,3.0,2.5
Ses02F_impro01_F010,78.1061,87.7428,fru,2.0,3.5,2.0
Ses02F_impro01_F011,88.3022,89.9978,fru,2.0,4.0,3.0
Ses02F_impro01_F012,96.4709,99.7098,fru,2.0,3.5,2.5
Ses02F_impro01_F013,99.8449,105.6836,fru,1.5,3.5,2.5
Ses02F_impro01_F014,111.5773,119.8805,fru,1.5,4.0,2.0
Ses02F_impro01_F015,124.1293,132.0469,fru,1.5,4.5,2.0
Ses02F_impro01_F016,135.5643,145.6458,fru,1.5,4.0,3.0
Ses02F_impro01_F017,145.7064,150.8614,fru,1.5,3.5,2.5
Ses02F_impro01_F018,154.0504,159.7574,ang,1.5,4.5,3.5
Ses02F_impro01_F019,164.674,169.8898,ang,1.5,5.0,3.5
Ses02F_impro01_F020,171.5438,175.7488,ang,1.5,3.0,3.5
Ses02F_impro01_F021,180.6986,190.9121,ang,1.5,3.5,2.5
Ses02F_impro01_F022,202.8414,205.0638,fru,1.5,3.0,2.5
Ses02F_impro01_F023,209.2752,214.5392,fru,2.0,3.5,3.0
Ses02F_impro01_M000,5.8186,7.253,neu,2.5,2.0,2.0
Ses02F_impro01_M001,9.8327,15.9334,neu,3.0,2.5,2.5
Ses02F_impro01_M002,20.5395,23.2318,neu,2.5,2.0,2.5
Ses02F_impro01_M003,25.7699,32.1839,xxx,2.5,2.0,2.0
Ses02F_impro01_M004,38.1175,39.5783,neu,2.5,2.5,2.0
Ses02F_impro01_M005,40.4471,45.0994,fru,2.5,2.5,2.5
Ses02F_impro01_M006,50.0639,51.963,fru,3.5,2.5,2.5
Ses02F_impro01_M007,51.9832,57.8604,fru,3.0,2.5,2.5
Ses02F_impro01_M008,70.1056,72.0855,fru,2.5,3.0,2.5
Ses02F_impro01_M009,72.2875,79.2332,fru,2.5,2.5,2.5
Ses02F_impro01_M010,87.4602,88.6522,fru,2.5,3.5,2.5
Ses02F_impro01_M011,88.6926,97.7625,fru,2.5,3.5,3.0
Ses02F_impro01_M012,100.014,101.5823,fru,2.5,3.0,2.0
Ses02F_impro01_M013,105.0169,111.4287,fru,2.5,3.0,3.0
Ses02F_impro01_M014,119.606,125.5354,fru,2.5,3.0,2.5
Ses02F_impro01_M015,132.1517,135.6478,fru,2.5,4.0,3.5
Ses02F_impro01_M016,141.989,143.5245,xxx,2.5,2.5,2.0
Ses02F_impro01_M017,150.5061,155.603,ang,2.5,3.5,3.5
Ses02F_impro01_M018,158.9194,164.5611,fru,2.5,3.5,3.5
Ses02F_impro01_M019,164.5945,166.9199,ang,2.5,3.5,3.0
Ses02F_impro01_M020,167.9301,173.4579,fru,2.5,3.5,3.5
Ses02F_impro01_M021,175.6255,182.0081,fru,2.5,4.0,3.5
Ses02F_impro01_M022,190.982,195.9117,fru,2.5,3.5,3.0
Ses02F_impro01_M023,195.9319,204.2806,fru,3.0,3.0,2.5
Ses02F_impro01_M024,204.7828,208.4711,fru,2.5,2.0,2.5
Ses02F_impro02_F000,8.9084,11.9078,sad,3.0,2.5,2.5
Ses02F_impro02_F001,18.3682,24.3889,sad,2.0,2.5,2.5
Ses02F_impro02_F002,30.6582,37.9405,sad,2.0,2.5,3.0
Ses02F_impro02_F003,46.8146,49.4112,sad,2.0,3.0,2.5
Ses02F_impro02_F004,63.2468,75.4222,sad,2.0,2.5,2.5
Ses02F_impro02_F005,75.4413,78.5568,sad,2.5,2.0,2.0
Ses02F_impro02_F006,88.0123,94.8416,sad,2.5,2.5,3.0
Ses02F_impro02_F007,96.6544,108.6034,sad,2.0,2.5,3.0
Ses02F_impro02_F008,114.93,126.1305,sad,2.0,2.0,3.5
Ses02F_impro02_F009,139.4718,143.5239,sad,2.5,2.0,2.0
Ses02F_impro02_F010,148.5507,156.3682,sad,2.0,3.0,3.0
Ses02F_impro02_F011,158.5369,166.766,sad,1.5,2.0,3.0
Ses02F_impro02_F012,184.8857,191.174,sad,2.5,1.5,2.0
Ses02F_impro02_F013,193.9264,207.04,sad,2.0,2.5,3.5
Ses02F_impro02_M000,11.5255,18.7886,xxx,2.5,2.5,2.5
Ses02F_impro02_M001,24.1978,31.0213,fru,2.0,3.0,3.0
Ses02F_impro02_M002,37.8258,47.7648,fru,2.5,2.0,3.0
Ses02F_impro02_M003,49.5424,63.7247,fru,2.0,2.5,3.0
Ses02F_impro02_M004,75.6898,78.5377,xxx,2.0,2.0,2.0
Ses02F_impro02_M005,79.4743,88.2594,fru,3.0,2.5,3.0
Ses02F_impro02_M006,108.3358,114.6815,fru,2.5,2.5,3.0
Ses02F_impro02_M007,126.3408,139.8386,sad,2.5,2.0,2.5
Ses02F_impro02_M008,144.2502,150.5386,fru,2.0,3.0,2.5
Ses02F_impro02_M009,167.216,177.6416,fru,2.5,2.5,2.5
Ses02F_impro02_M010,177.9283,185.5164,fru,2.5,3.0,3.5
Ses02F_impro02_M011,190.0061,194.4042,xxx,3.0,3.0,2.5
Ses02F_impro02_M012,208.8905,210.8151,sad,3.0,2.0,1.5
Ses02F_impro03_F000,4.7324,8.78,exc,5.0,4.75,3.25
Ses02F_impro03_F001,8.81,10.93,exc,5.0,4.75,3.25
Ses02F_impro03_F002,14.08,16.13,xxx,4.5,3.5,2.5
Ses02F_impro03_F003,22.66,28.0319,xxx,5.0,4.5,2.75
Ses02F_impro03_F004,30.65,32.65,exc,5.0,4.5,2.75
Ses02F_impro03_F005,34.5699,38.8951,xxx,4.5,3.5,2.75
Ses02F_impro03_F006,39.0078,52.92,xxx,4.75,3.75,2.75
Ses02F_impro03_F007,52.93,61.8184,xxx,4.75,3.75,2.75
Ses02F_impro03_F008,61.83,69.86,xxx,4.75,4.0,2.75
Ses02F_impro03_F009,69.91,81.9971,exc,5.0,4.25,2.75
Ses02F_impro03_F010,83.93,91.61,xxx,4.5,3.75,2.75
Ses02F_impro03_F011,95.45,99.6572,exc,4.75,3.75,3.0
Ses02F_impro03_F012,101.5291,102.95,exc,4.5,3.75,3.0
Ses02F_impro03_F013,105.135,111.47,exc,4.5,4.0,2.75
Ses02F_impro03_F014,112.7,117.27,exc,5.0,4.25,2.75
Ses02F_impro03_F015,121.0516,127.2609,hap,4.5,3.25,2.75
Ses02F_impro03_F016,127.3236,133.2123,hap,4.25,3.0,2.75
Ses02F_impro03_F017,133.6443,140.07,hap,4.25,3.0,2.75
Ses02F_impro03_F018,141.21,148.237,hap,4.25,3.0,2.75
Ses02F_impro03_F019,149.08,156.2108,hap,4.25,3.0,2.5
Ses02F_impro03_F020,156.23,164.7969,xxx,4.25,3.0,2.75
Ses02F_impro03_F021,165.4402,176.5255,exc,4.5,3.0,2.5
Ses02F_impro03_F022,178.79,180.87,xxx,4.5,3.0,2.25
Ses02F_impro03_F023,187.29,190.02,hap,4.75,3.25,2.25
Ses02F_impro03_F024,195.46,201.9,exc,4.75,4.0,3.5
Ses02F_impro03_F025,205.46,207.6783,xxx,4.25,3.25,2.25
Ses02F_impro03_F026,220.38,222.24,hap,4.5,2.75,2.5
Ses02F_impro03_F027,225.0487,228.4874,hap,4.5,3.25,2.75
Ses02F_impro03_F028,231.8858,240.3492,exc,4.75,3.5,2.5
Ses02F_impro03_F029,240.4223,244.0151,hap,4.5,3.75,3.0
Ses02F_impro03_F030,246.65,250.5635,hap,4.5,3.5,2.25
Ses02F_impro03_M000,6.2177,8.7208,xxx,4.25,3.25,2.0
Ses02F_impro03_M001,10.86,14.2922,neu,3.5,3.0,2.25
Ses02F_impro03_M002,16.74,20.1143,sur,4.25,3.75,3.25
Ses02F_impro03_M003,20.6584,23.29,xxx,4.5,3.5,3.0
Ses02F_impro03_M004,25.72,31.42,hap,4.5,3.5,2.5
Ses02F_impro03_M005,31.91,34.5281,exc,4.25,3.5,3.0
Ses02F_impro03_M006,69.65,71.33,sur,4.25,4.0,2.75
Ses02F_impro03_M007,81.7153,85.53,sur,4.25,3.5,2.75
Ses02F_impro03_M008,90.55,97.0405,xxx,4.0,3.25,2.5
Ses02F_impro03_M009,97.27,102.0738,hap,4.0,3.25,2.5
Ses02F_impro03_M010,102.8845,106.06,hap,4.5,3.75,3.0
Ses02F_impro03_M011,110.84,114.19,hap,4.25,3.75,2.75
Ses02F_impro03_M012,116.73,121.8195,exc,4.5,4.5,2.75
Ses02F_impro03_M013,130.9859,137.0738,neu,4.0,3.0,2.5
Ses02F_impro03_M014,139.87,141.31,neu,4.0,2.5,2.25
Ses02F_impro03_M015,145.5923,149.6643,neu,4.0,2.75,2.25
Ses02F_impro03_M016,153.6844,156.4834,neu,4.0,3.0,2.5
Ses02F_impro03_M017,164.59,166.04,neu,3.75,2.75,2.5
Ses02F_impro03_M018,175.73,179.59,neu,4.0,3.25,2.5
Ses02F_impro03_M019,179.88,188.4736,hap,4.25,3.5,3.0
Ses02F_impro03_M020,189.38,195.65,hap,4.0,2.75,2.75
Ses02F_impro03_M021,201.04,207.0585,xxx,4.0,3.25,3.0
Ses02F_impro03_M022,207.5653,211.0588,hap,4.0,3.25,3.0
Ses02F_impro03_M023,211.0776,220.74,hap,4.25,3.75,2.75
Ses02F_impro03_M024,221.52,225.77,exc,4.0,4.25,3.25
Ses02F_impro03_M025,228.14,233.2,exc,4.0,3.5,2.75
Ses02F_impro03_M026,244.0986,246.85,hap,4.0,2.75,2.5
Ses02F_impro04_F000,9.6322,19.042,fru,2.0,2.5,4.0
Ses02F_impro04_F001,24.67,28.9797,fru,2.0,2.5,4.0
Ses02F_impro04_F002,29.0536,34.96,fru,2.0,2.0,4.0
Ses02F_impro04_F003,39.17,46.3474,fru,1.5,2.5,4.5
Ses02F_impro04_F004,48.7571,54.098,fru,2.0,3.0,4.5
Ses02F_impro04_F005,63.83,74.64,fru,1.5,2.0,4.0
Ses02F_impro04_F006,80.37,91.5702,fru,2.0,4.0,4.0
Ses02F_impro04_F007,102.47,111.8,fru,2.0,3.5,4.0
Ses02F_impro04_F008,117.2799,129.1165,fru,1.5,4.0,5.0
Ses02F_impro04_F009,132.9672,135.27,sad,2.0,2.0,3.5
Ses02F_impro04_F010,150.38,156.5983,fru,1.5,2.5,4.0
Ses02F_impro04_F011,173.36,192.93,fru,1.5,4.0,4.5
Ses02F_impro04_F012,204.97,207.21,fru,2.0,3.5,3.5
Ses02F_impro04_F013,212.279,229.8,fru,1.5,3.0,4.0
Ses02F_impro04_F014,242.01,248.83,fru,2.0,3.0,4.0
Ses02F_impro04_F015,248.86,256.9182,fru,2.0,3.5,4.5
Ses02F_impro04_F016,266.3,274.17,sad,1.5,2.0,3.0
Ses02F_impro04_F017,276.09,286.51,xxx,1.0,4.0,4.5
Ses02F_impro04_M000,5.1392,9.5052,neu,3.0,3.5,2.5
Ses02F_impro04_M001,19.1897,25.48,neu,2.5,3.5,4.0
Ses02F_impro04_M002,34.85,39.72,xxx,2.5,3.0,3.5
Ses02F_impro04_M003,45.8486,49.25,neu,2.0,3.5,3.0
Ses02F_impro04_M004,52.9062,65.8663,neu,2.0,4.0,4.5
Ses02F_impro04_M005,74.54,82.15,neu,2.5,3.5,4.0
Ses02F_impro04_M006,89.4093,97.07,neu,2.5,4.0,4.0
Ses02F_impro04_M007,97.17,104.0,neu,4.0,3.5,4.0
Ses02F_impro04_M008,111.55,116.4043,neu,2.0,2.5,3.5
Ses02F_impro04_M009,129.3592,135.09,neu,2.0,3.0,3.5
Ses02F_impro04_M010,135.85,145.057,neu,2.5,3.5,4.0
Ses02F_impro04_M011,145.067,151.05,neu,3.0,3.5,4.0
Ses02F_impro04_M012,156.7354,174.3532,neu,4.0,4.0,4.5
Ses02F_impro04_M013,192.84,205.99,neu,3.5,4.0,4.0
Ses02F_impro04_M014,207.1941,212.1841,fru,3.0,3.5,2.0
Ses02F_impro04_M015,229.5,242.27,neu,3.5,3.5,4.0
Ses02F_impro04_M016,244.79,245.9,neu,3.0,2.5,2.5
Ses02F_impro04_M017,245.97,248.0,neu,3.0,2.5,3.5
Ses02F_impro04_M018,257.1676,266.49,neu,2.0,4.0,4.0
Ses02F_impro04_M019,271.69,277.0401,neu,2.0,3.0,3.0
Ses02F_impro04_M020,287.19,288.55,xxx,2.5,2.0,2.5
Ses02F_impro05_F000,4.1392,7.7911,neu,3.5,3.0,2.5
Ses02F_impro05_F001,11.43,18.72,neu,3.0,3.0,2.5
Ses02F_impro05_F002,26.75,29.37,sur,2.0,2.5,2.5
Ses02F_impro05_F003,35.2,39.8027,sur,2.5,3.5,3.0
Ses02F_impro05_F004,52.65,54.11,neu,3.0,2.5,2.5
Ses02F_impro05_F005,59.06,74.78,sur,1.5,4.0,4.0
Ses02F_impro05_F006,82.29,90.68,ang,2.0,4.5,4.0
Ses02F_impro05_F007,95.42,101.5979,fru,2.5,4.0,4.0
Ses02F_impro05_F008,109.53,115.69,xxx,1.5,4.0,3.0
Ses02F_impro05_F009,115.72,120.15,xxx,1.5,4.0,2.5
Ses02F_impro05_F010,121.61,124.57,ang,2.0,4.0,3.5
Ses02F_impro05_F011,130.42,132.35,fru,2.5,3.0,3.0
Ses02F_impro05_F012,138.64,148.6,xxx,1.5,4.5,4.0
Ses02F_impro05_F013,163.63,176.7571,fru,2.0,3.5,3.5
Ses02F_impro05_F014,179.54,182.65,fru,1.5,3.5,3.0
Ses02F_impro05_F015,189.56,192.51,fru,2.0,2.5,3.5
Ses02F_impro05_F016,194.0678,206.9469,fru,1.5,3.5,3.5
Ses02F_impro05_F017,217.09,224.4595,fru,2.0,3.5,3.5
Ses02F_impro05_F018,225.49,227.94,fru,2.0,2.5,4.0
Ses02F_impro05_F019,241.32,247.38,ang,2.0,3.5,4.0
Ses02F_impro05_F020,265.71,268.34,fru,2.5,2.5,3.0
Ses02F_impro05_F021,270.81,271.98,xxx,2.5,2.0,2.0
Ses02F_impro05_F022,274.01,276.5639,fru,2.5,3.0,3.0
Ses02F_impro05_M000,8.3,12.93,neu,3.0,2.5,2.0
Ses02F_impro05_M001,18.77,27.35,neu,3.0,2.5,2.5
Ses02F_impro05_M002,29.42,35.95,neu,3.0,2.5,2.0
Ses02F_impro05_M003,39.82,47.17,neu,3.0,2.5,2.5
Ses02F_impro05_M004,47.18,54.43,neu,3.5,2.5,2.5
Ses02F_impro05_M005,54.52,58.9138,neu,3.0,2.5,1.5
Ses02F_impro05_M006,74.43,84.45,neu,3.0,2.5,2.5
Ses02F_impro05_M007,90.77,97.63,neu,2.5,3.0,2.5
Ses02F_impro05_M008,101.6919,109.68,neu,2.5,2.5,2.5
Ses02F_impro05_M009,118.1619,122.1723,neu,2.5,3.0,2.0
Ses02F_impro05_M010,124.06,131.2021,neu,2.5,2.5,3.0
Ses02F_impro05_M011,132.543,140.2,neu,2.5,3.0,2.5
Ses02F_impro05_M012,147.74,164.39,neu,2.5,3.0,3.5
Ses02F_impro05_M013,176.48,180.5,neu,2.5,2.0,2.5
Ses02F_impro05_M014,182.6,189.65,neu,2.5,3.0,3.0
Ses02F_impro05_M015,189.66,191.54,neu,2.5,2.5,1.5
Ses02F_impro05_M016,205.22,217.07,neu,2.5,3.5,3.5
Ses02F_impro05_M017,217.08,220.45,neu,2.5,3.0,3.0
Ses02F_impro05_M018,224.51,226.28,neu,2.5,3.0,3.0
Ses02F_impro05_M019,227.81,242.31,neu,3.0,2.5,3.0
Ses02F_impro05_M020,248.0522,265.9529,neu,2.5,3.0,3.5
Ses02F_impro05_M021,268.5221,274.21,neu,2.5,2.5,2.5
Ses02F_impro06_F000,10.31,15.4,sad,1.6667,2.0,2.0
Ses02F_impro06_F001,21.15,23.86,sad,1.3333,2.0,1.6667
Ses02F_impro06_F002,25.52,32.26,sad,1.6667,3.0,2.6667
Ses02F_impro06_F003,41.73,43.37,sad,1.3333,1.3333,1.6667
Ses02F_impro06_F004,52.1888,54.6,sad,1.3333,2.6667,2.0
Ses02F_impro06_F005,75.8818,78.68,sad,1.6667,2.0,2.0
Ses02F_impro06_F006,82.16,88.2252,sad,2.0,2.6667,2.3333
Ses02F_impro06_F007,107.03,113.82,sad,2.0,2.3333,2.0
Ses02F_impro06_F008,114.3099,122.5338,sad,2.0,2.6667,2.3333
Ses02F_impro06_F009,130.67,132.78,sad,2.6667,3.3333,2.6667
Ses02F_impro06_F010,153.92,157.2495,sad,2.0,1.6667,1.6667
Ses02F_impro06_F011,172.77,174.93,sad,1.3333,3.3333,2.0
Ses02F_impro06_F012,176.03,179.129,sad,1.3333,3.3333,2.3333
Ses02F_impro06_F013,185.34,191.3555,sad,2.0,3.0,1.6667
Ses02F_impro06_F014,218.2176,219.4604,sad,2.3333,1.6667,2.0
Ses02F_impro06_M000,5.7967,8.0783,neu,3.0,2.3333,1.6667
Ses02F_impro06_M001,15.7633,20.64,neu,2.0,2.0,1.6667
Ses02F_impro06_M002,20.77,23.33,neu,2.0,2.3333,2.3333
Ses02F_impro06_M003,24.56,25.89,neu,2.3333,2.3333,1.6667
Ses02F_impro06_M004,33.11,40.3,neu,2.3333,2.3333,2.3333
Ses02F_impro06_M005,43.34,50.1,neu,2.6667,2.0,2.6667
Ses02F_impro06_M006,55.58,57.9644,neu,3.0,2.0,2.6667
Ses02F_impro06_M007,59.12,68.5,neu,3.0,2.0,2.3333
Ses02F_impro06_M008,70.82,76.17,neu,2.6667,1.6667,2.0
Ses02F_impro06_M009,88.4296,99.1347,neu,2.6667,2.0,2.6667
Ses02F_impro06_M010,100.7536,107.0617,neu,2.6667,3.0,2.3333
Ses02F_impro06_M011,122.2578,130.86,neu,3.3333,2.3333,2.6667
Ses02F_impro06_M012,132.59,138.25,neu,3.0,2.3333,2.6667
Ses02F_impro06_M013,138.68,153.21,neu,2.6667,3.0,3.0
Ses02F_impro06_M014,158.59,160.82,neu,1.6667,2.0,2.0
Ses02F_impro06_M015,164.25,172.35,neu,2.6667,2.0,2.3333
Ses02F_impro06_M016,175.43,177.5861,neu,3.0,3.0,3.0
Ses02F_impro06_M017,179.23,187.37,neu,2.6667,2.0,2.6667
Ses02F_impro06_M018,196.5253,210.6666,neu,2.6667,2.3333,2.6667
Ses02F_impro06_M019,212.8076,217.7894,neu,2.3333,2.3333,2.6667
Ses02F_impro07_F000,9.1738,13.9432,xxx,4.0,3.5,4.5
Ses02F_impro07_F001,17.275,19.55,exc,5.0,4.0,4.0
Ses02F_impro07_F002,20.46,22.93,exc,4.5,4.0,4.5
Ses02F_impro07_F003,22.94,28.74,exc,4.0,4.0,4.5
Ses02F_impro07_F004,28.75,29.95,exc,4.0,3.5,3.0
Ses02F_impro07_F005,29.97,31.0789,exc,4.0,3.5,3.0
Ses02F_impro07_F006,31.0983,33.0,exc,5.0,4.0,3.5
Ses02F_impro07_F007,34.45,40.6076,exc,4.5,4.0,4.0
Ses02F_impro07_F008,40.63,48.35,exc,4.5,4.0,4.5
Ses02F_impro07_F009,48.37,52.63,exc,4.0,4.5,4.5
Ses02F_impro07_F010,52.63,57.8,exc,3.5,4.0,4.5
Ses02F_impro07_F011,57.81,65.93,exc,4.0,4.0,4.5
Ses02F_impro07_F012,65.94,71.19,exc,4.0,3.0,4.0
Ses02F_impro07_F013,71.2,74.5,exc,4.0,3.5,3.5
Ses02F_impro07_F014,77.31,83.57,exc,3.0,3.5,4.0
Ses02F_impro07_F015,83.58,87.53,exc,4.0,3.5,4.5
Ses02F_impro07_F016,87.54,89.98,exc,3.5,3.0,4.0
Ses02F_impro07_F017,90.0,96.9445,exc,3.5,3.0,4.0
Ses02F_impro07_F018,100.0166,111.3549,exc,4.5,4.0,4.5
Ses02F_impro07_F019,111.95,121.29,exc,4.0,3.0,4.0
Ses02F_impro07_F020,121.3,123.8909,exc,4.0,3.5,3.5
Ses02F_impro07_F021,125.8858,133.4,exc,4.0,3.0,3.5
Ses02F_impro07_F022,133.42,144.7518,exc,3.5,3.5,4.0
Ses02F_impro07_F023,144.76,146.45,exc,4.0,3.0,2.5
Ses02F_impro07_F024,146.47,148.65,exc,4.0,3.0,3.5
Ses02F_impro07_F025,148.67,156.3102,exc,4.0,4.0,4.0
Ses02F_impro07_F026,159.7568,165.88,exc,4.5,4.5,4.5
Ses02F_impro07_F027,166.96,168.26,exc,4.0,4.0,3.5
Ses02F_impro07_F028,168.29,172.3,exc,4.0,4.0,3.5
Ses02F_impro07_F029,172.53,173.6,exc,4.0,2.5,2.0
Ses02F_impro07_F030,173.8219,175.6762,exc,5.0,4.5,4.0
Ses02F_impro07_F031,177.15,179.84,exc,4.0,3.0,3.0
Ses02F_impro07_F032,180.3892,182.3015,exc,3.5,3.5,3.0
Ses02F_impro07_F033,182.31,186.7475,exc,3.5,2.5,3.5
Ses02F_impro07_F034,187.1942,193.4503,exc,3.5,3.5,3.0
Ses02F_impro07_F035,195.3825,199.0482,exc,4.5,4.5,4.0
